Date,series,OPEN,HIGH,LOW,PREV_CLOSE,ltp,close,vwap,52W_H,52W_L,VOLUME,VALUE,No_of_trades
09-Nov-2021,EQ,711.7,716.45,705.15,709,712.5,713.2,711.49,753,452.55,5278131,3755339128.9,107717
08-Nov-2021,EQ,707.45,714.9,704,701.1,710.6,709,709.78,753,452.55,7565546,5369884373.25,151956
04-Nov-2021,EQ,704,704.8,699.2,699.1,703,701.1,701.68,753,435,1064714,747086343.3,29350
03-Nov-2021,EQ,725.75,732.5,696,713.95,697.5,699.1,711.26,753,435,23261507,16544960649.15,259851
02-Nov-2021,EQ,712.5,723.1,709.55,712.5,715.55,713.95,715.44,753,435,7725455,5527109351.15,120235
01-Nov-2021,EQ,689.95,722.8,689.6,685.35,714.2,712.5,711.57,753,435,17121001,12182834909.4,222155
29-Oct-2021,EQ,692.2,701,677.05,689.75,685.8,685.35,690.24,753,427.5,8602343,5937693303.7,136950
28-Oct-2021,EQ,702.75,706.05,684.4,702.35,690.6,689.75,695.11,753,427.5,8884507,6175668655.4,115076
27-Oct-2021,EQ,699.4,714.65,694,696.2,702,702.35,705.2,753,427.5,11878571,8376715277.75,169771
26-Oct-2021,EQ,695,709.85,689,691.1,695,696.2,697.66,753,427.5,10953878,7642032683.55,131088
25-Oct-2021,EQ,693,704,675,694.5,690.8,691.1,692.84,753,427.5,9540441,6610023479.45,140498
22-Oct-2021,EQ,698.5,705.3,684.25,696.05,695,694.5,695.43,753,394,6587256,4580967537.85,124367
21-Oct-2021,EQ,710.95,712.35,689.2,708.45,696.5,696.05,698.43,753,394,8908979,6222328272.4,149731
20-Oct-2021,EQ,683.4,713.9,681.4,681.1,708.1,708.45,705.07,753,394,21217306,14959584879.8,308695
19-Oct-2021,EQ,699,699,675.45,680.6,682,681.1,686.19,753,394,7328862,5028996719.6,139015
18-Oct-2021,EQ,700,701.95,679.65,685.8,680.3,680.6,686.55,753,394,8574445,5886766704.3,170647
14-Oct-2021,EQ,693,694,681.85,689.9,688.6,685.8,686.86,753,394,9820591,6745350118.15,164220
13-Oct-2021,EQ,689,696.8,683.1,686.35,689.9,689.9,691.92,753,394,7062149,4886425291,115520
12-Oct-2021,EQ,691,698.4,684.2,690.85,686,686.35,688.88,753,394,8579567,5910316024,107167
11-Oct-2021,EQ,693.1,696.05,685,695.5,692.45,690.85,691.16,753,394,8792050,6076746795.05,141989
08-Oct-2021,EQ,695.15,699.55,688.9,692.5,694.4,695.5,695.36,753,394,6297352,4378941991.45,97207
07-Oct-2021,EQ,695.75,702.2,691.3,691.4,692.3,692.5,697.65,753,394,8121590,5666053722.7,99336
06-Oct-2021,EQ,705.75,707.95,688.2,699.25,689.95,691.4,698.28,753,394,10406502,7266632648.8,135686
05-Oct-2021,EQ,684.4,703.45,680.4,681.4,699.5,699.25,692.45,753,394,25598885,17726051844.3,225313
04-Oct-2021,EQ,675,686.2,669.7,675.9,682.4,681.4,680.44,753,394,8917898,6068058554.7,204952
01-Oct-2021,EQ,687.35,687.35,667.65,688.3,675.8,675.9,675.71,753,394,14952128,10103276449.7,196689
30-Sep-2021,EQ,695.8,709.8,686.8,694.1,688.5,688.3,697.87,753,394,13911568,9708475403.1,197319
29-Sep-2021,EQ,697,702,689.15,696.15,693,694.1,694.98,753,394,16729859,11626871377.8,163654
28-Sep-2021,EQ,724.4,726.8,686,722.55,695.85,696.15,698.8,753,394,21944239,15334572733.45,312911
27-Sep-2021,EQ,731,731.9,718.15,739.4,721,722.55,724.34,753,394,11282248,8172162220.45,151903
24-Sep-2021,EQ,729.05,753,728,726.8,742.9,739.4,741.99,753,394,70844952,52566116044.9,392132
23-Sep-2021,EQ,733.4,740.1,723.2,726.75,726.95,726.8,729.9,740.75,394,26009026,18983963449.7,180792
22-Sep-2021,EQ,727,732.05,724.1,726.65,727,726.75,728.1,740.75,394,16047334,11684020061.5,105371
21-Sep-2021,EQ,722.9,740.75,722,724.95,726.5,726.65,729.51,740.75,394,13954874,10180209791.35,186316
20-Sep-2021,EQ,725,733.7,720.3,728.15,721.25,724.95,727.07,737,394,14066795,10227526671,127537
17-Sep-2021,EQ,721,734.75,721,718.6,729.5,728.15,726.11,737,394,26158201,18993707230.8,243600
16-Sep-2021,EQ,735,737,715.4,725.5,715.75,718.6,725.18,737,394,44172650,32033019298.55,387975
15-Sep-2021,EQ,697,734.95,696.15,694.2,727.5,725.5,721.13,734.95,394,55750090,40202853716.15,437036
14-Sep-2021,EQ,695,699.7,689.1,693.3,694.8,694.2,694.32,699.7,394,11479081,7970130901.75,156740
13-Sep-2021,EQ,692,697,685.85,686.15,691.5,693.3,692.23,697,394,19341527,13388757142.2,237542
09-Sep-2021,EQ,667.85,688.2,667.05,667.85,685.45,686.15,679.46,688.2,394,19419892,13194985934.45,214688
08-Sep-2021,EQ,678,683.8,665,670.55,668,667.85,673.8,683.8,394,20492200,13807544223.9,278450
07-Sep-2021,EQ,657.95,680.5,648,654.6,671.75,670.55,668.7,680.5,394,27665704,18500038540.6,308503
06-Sep-2021,EQ,664.4,665.75,653.4,658.45,655,654.6,658.17,673.75,394,10035041,6604811953.8,177568
03-Sep-2021,EQ,668,669.6,654,666.5,657.7,658.45,661.64,673.75,394,7774350,5143819645.3,146745
02-Sep-2021,EQ,669.95,673.75,664.05,666.4,665.05,666.5,669.12,673.75,394,18601857,12446958541.35,264488
01-Sep-2021,EQ,668,673.3,654,664.05,663.85,666.4,664.15,673.3,394,30228814,20076317857.3,425536
31-Aug-2021,EQ,626.05,668.1,625,620.45,662,664.05,647.14,668.1,394,59661820,38609751163.6,609418
30-Aug-2021,EQ,596,625,590.1,595.15,625,620.45,607.03,644,394,39759785,24135482915.2,408302
27-Aug-2021,EQ,588.8,605.4,585.05,586.9,588.45,595.15,596.54,644,394,16141223,9628890825.85,186233
26-Aug-2021,EQ,610,611.5,584.3,612.45,585.4,586.9,594.93,644,394,25831904,15368224392.65,309951
25-Aug-2021,EQ,622.35,622.35,611,620.1,612,612.45,614.68,644,394,7977884,4903814634.95,108894
24-Aug-2021,EQ,627.95,627.95,617.05,622.65,619,620.1,622.05,644,394,5776595,3593337041.5,102756
23-Aug-2021,EQ,618.4,630.5,607.6,613.7,622.45,622.65,620.1,644,394,12554898,7785232234.15,179504
20-Aug-2021,EQ,619.5,633,607,622.95,610.15,613.7,621.98,644,394,12534832,7796382718.7,159964
18-Aug-2021,EQ,625.9,634,620.85,626.35,622.5,622.95,625.99,644,394,7005347,4385293903.85,135321
17-Aug-2021,EQ,634.05,638,623,634.05,626,626.35,629.06,644,394,11102775,6984365686.45,147794
16-Aug-2021,EQ,638.75,644,632,637.05,632.7,634.05,637.38,644,394,10312706,6573078634,137519
13-Aug-2021,EQ,623.15,638.8,618.1,623.15,636.2,637.05,633.34,638.8,394,20690579,13104154660.7,223773
12-Aug-2021,EQ,623,628.95,617,620.85,621.15,623.15,621.92,629.25,394,8274954,5146336611.2,123439
11-Aug-2021,EQ,622.2,629.25,613.7,622.2,619,620.85,620.7,629.25,394,18386089,11412232380.35,214762
10-Aug-2021,EQ,602.2,628,598.4,599.25,621.9,622.2,618.96,628,394,33878294,20969148430.5,377498
09-Aug-2021,EQ,610,612.7,597.55,607.9,598,599.25,602.69,623,394,9892910,5962324949.95,116641
06-Aug-2021,EQ,594.5,616.95,588.5,598.7,607.55,607.9,607.7,623,394,28520160,17331650760.8,282390
05-Aug-2021,EQ,577.5,619,577.5,574.4,596.6,598.7,602.47,623,394,71088770,42828882475.7,680710
04-Aug-2021,EQ,575,586.9,570.3,580.2,574.6,574.4,577.95,623,394,21414510,12376468144.25,235946
03-Aug-2021,EQ,568,582,562.1,565.15,578.35,580.2,576.48,623,394,21280806,12267867924.5,210672
02-Aug-2021,EQ,566,569.95,560,561.65,565.2,565.15,564.75,623,394,6254864,3532436890.25,93942
30-Jul-2021,EQ,565.9,568.5,557.8,567.15,564.75,561.65,562.88,623,394,9938812,5594328208.75,156191
29-Jul-2021,EQ,574.1,576.7,565,567.9,567,567.15,570.61,623,394,15552340,8874254806,198829
28-Jul-2021,EQ,539.5,570.7,537.85,540.55,567.8,567.9,559.81,623,394,31932505,17876254010.5,387434
27-Jul-2021,EQ,545.8,545.8,536.15,544.05,540.15,540.55,540.88,623,394,5727485,3097905205.25,80922
26-Jul-2021,EQ,545,553.85,542.1,548.3,543,544.05,547.87,623,394,5118493,2804279214.4,78207
23-Jul-2021,EQ,547.7,560.65,532.75,546.7,546.8,548.3,550.18,623,394,32588978,17929863694.8,341507
22-Jul-2021,EQ,531.1,548,523.65,525.75,547.6,546.7,537.77,623,394,19847956,10673637878.15,216329
20-Jul-2021,EQ,536.45,536.8,523,538.45,525.3,525.75,527.3,623,394,7505544,3957651837.85,117673
19-Jul-2021,EQ,539,544.7,529.3,541.15,535.6,538.45,539.66,623,394,8962285,4836579078.15,124002
16-Jul-2021,EQ,527,543.4,525.95,525.45,540.95,541.15,537.93,623,394,11043791,5940802604.7,152303
15-Jul-2021,EQ,532.5,532.5,525,530.05,525.45,525.45,527.13,623,394,6759881,3563337512.7,146578
14-Jul-2021,EQ,529,531.4,526.65,530.05,530,530.05,529.52,623,394,6543996,3465174567.9,90298
13-Jul-2021,EQ,533.55,535.5,528.2,529.65,530.55,530.05,531.38,623,394,7988044,4244666731.9,135282
12-Jul-2021,EQ,538.95,538.95,528.65,536.25,529.6,529.65,532.16,623,394,8768168,4666065345.9,120737
09-Jul-2021,EQ,525.5,537.5,523,525.3,536.5,536.25,531.89,623,394,7169047,3813176904.75,111147
08-Jul-2021,EQ,530,532.8,523.55,529.6,525.5,525.3,528.35,623,394,5301428,2800991214.8,70695
07-Jul-2021,EQ,523.2,530.6,523.2,526.1,530.2,529.6,528.95,623,394,6546286,3462650689.55,114175
06-Jul-2021,EQ,523.5,527.7,521.1,523.95,527,526.1,524.44,623,394,10300966,5402230768.1,140103
05-Jul-2021,EQ,528,528.5,523.3,525,524.1,523.95,525.41,623,394,6256128,3287021023.45,129389
02-Jul-2021,EQ,525.6,533,520,522.65,525.45,525,527.31,623,394,13063791,6888614243.15,179216
01-Jul-2021,EQ,529,531,522,525.65,523.2,522.65,524.74,623,394,6454014,3386693761.15,129105
30-Jun-2021,EQ,527,530.4,524.35,524.95,528,525.65,527.41,623,394,5654391,2982191881.9,105020
29-Jun-2021,EQ,531.25,532.25,524,531.2,525.9,524.95,527.41,623,394,8553386,4511158755.9,136722
28-Jun-2021,EQ,537,537,530.45,535.1,531.5,531.2,532.38,623,394,5168753,2751756795.85,79465
25-Jun-2021,EQ,531.3,535.9,529.35,528.75,534.5,535.1,533.16,623,394,5402768,2880566074.45,63409
24-Jun-2021,EQ,535,535.45,527.4,534.05,529.8,528.75,530.25,623,394,6301610,3341441185.6,75005
23-Jun-2021,EQ,538,539.2,532.7,536.4,533.9,534.05,536.06,623,394,4679563,2508526631.8,63718
22-Jun-2021,EQ,548.05,549,535.5,539.6,536.4,536.4,540.63,623,394,8946586,4836759319.15,120508
21-Jun-2021,EQ,535,541.9,533,538.75,539.25,539.6,538.76,623,394,5637000,3037013916,83637
18-Jun-2021,EQ,531.4,541.9,519,528.65,540.55,538.75,530.78,623,394,14723907,7815213017.9,158567
17-Jun-2021,EQ,539.5,541.25,527.05,536.75,528.2,528.65,533.54,623,394,10026485,5349557376.65,116401
16-Jun-2021,EQ,543.8,543.8,534.9,542.5,536,536.75,537.92,623,394,9860470,5304126675.05,101959
15-Jun-2021,EQ,541,543.65,538.4,539.35,541.65,542.5,541.67,623,394,7130896,3862612357.05,98569
14-Jun-2021,EQ,540.85,540.85,529.3,540.85,539.5,539.35,536.56,623,394,5609077,3009623906.4,68150
11-Jun-2021,EQ,545.5,549.75,540.05,545.15,541.5,540.85,544.2,623,394,7634036,4154426547.05,92073
10-Jun-2021,EQ,543.9,547.85,540.35,540,545,545.15,544.66,623,394,6888855,3752090657.65,70634
09-Jun-2021,EQ,549.9,551.5,535.35,546.8,539.9,540,544.6,623,394,12440819,6775299669.3,136020
08-Jun-2021,EQ,538.1,548,534,536.45,547.5,546.8,541.3,623,394,12586649,6813116864.75,141711
07-Jun-2021,EQ,534,541,533,532.7,536.3,536.45,537.66,623,394,9496183,5105741297.3,125647
04-Jun-2021,EQ,533.95,535.8,531.2,532.05,532.6,532.7,533.34,623,394,4788898,2554100070.05,86667
03-Jun-2021,EQ,530,533.4,528.5,529.5,531.2,532.05,531.21,623,394,6174103,3279761456.4,112639
02-Jun-2021,EQ,529.9,534.6,528,532.9,529.5,529.5,530.22,623,394,10372845,5499910242.45,111242
01-Jun-2021,EQ,537.45,538.4,530.3,534.9,533,532.9,533.49,623,394,8280431,4417544303.4,105694
31-May-2021,EQ,525.5,536,525.1,523.6,536,534.9,532.52,623,394,12567516,6692501618.3,138319
28-May-2021,EQ,522.25,528.5,520.4,519.8,524.5,523.6,524.41,623,394,10060110,5275656923.2,122048
27-May-2021,EQ,526.1,527,518.7,525.75,520.5,519.8,521.24,623,394,22363299,11656699297.45,168508
26-May-2021,EQ,529,530.8,525,526.1,525.35,525.75,527.45,623,394,6781577,3576925771.65,94100
25-May-2021,EQ,529.9,530.8,524.5,526.8,526.5,526.1,527.56,623,394,9239443,4874387126.65,130566
24-May-2021,EQ,531,533,526,530.95,526.95,526.8,528.25,623,394,6268351,3311233392.95,100717
21-May-2021,EQ,523.25,533.3,522,520.65,530.8,530.95,529.34,623,394,10299402,5451932192.25,146363
20-May-2021,EQ,531,531,520,528.2,521.2,520.65,523.54,623,394,13777903,7213285931.7,180741
19-May-2021,EQ,537.9,540.55,526.2,536.35,527.95,528.2,531.4,623,394,19223054,10215112223.25,253054
18-May-2021,EQ,547.5,552.9,534.55,549.65,536.8,536.35,540.86,623,394,34324460,18564867278,365295
17-May-2021,EQ,563.95,563.95,545.8,560.4,547.8,549.65,551.79,623,394,13424956,7407763708.5,178943
14-May-2021,EQ,564,569.35,556.15,561.75,560.05,560.4,562.46,623,394,7555855,4249858578,113531
12-May-2021,EQ,568,569.15,558.2,568.4,562,561.75,563.82,623,394,6689476,3771645447.9,86365
11-May-2021,EQ,565.5,574.85,564.05,572.55,567.3,568.4,569.56,623,394,7885422,4491212893.35,94878
10-May-2021,EQ,572,577,569.1,568.5,571.4,572.55,573.54,623,394,8211446,4709582275.35,127435
07-May-2021,EQ,561.2,572.9,556.9,558.75,568.1,568.5,567.84,623,394,12656867,7187072890.5,159909
06-May-2021,EQ,559.95,564.4,552.6,559.95,558.3,558.75,558.34,623,394,9000753,5025504840.55,91956
05-May-2021,EQ,556.9,564.95,554,552.45,560,559.95,560.72,623,394,11872729,6657315674.9,173748
04-May-2021,EQ,565.95,565.95,546.7,558.85,551.45,552.45,557.72,623,394,13934607,7771656550.65,156159
03-May-2021,EQ,530,562.5,529.05,536.75,561.05,558.85,547.44,623,394,14288088,7821900426,144212
30-Apr-2021,EQ,533.5,547,533.5,540.85,535.5,536.75,540.94,623,394,8178192,4423888615.05,106580
29-Apr-2021,EQ,549.7,550,539.1,544.3,540.2,540.85,542.81,623,394,8683857,4713693574.75,98579
28-Apr-2021,EQ,535.95,548,535.6,534.3,543.75,544.3,542.82,623,394,11970652,6497866112.15,125600
27-Apr-2021,EQ,527.45,538.55,526.25,527.55,535.5,534.3,534.45,623,394,9693047,5180449355.4,99563
26-Apr-2021,EQ,522.75,528.5,522.75,522.6,527.2,527.55,526.12,623,394,5819893,3061970698.8,70201
23-Apr-2021,EQ,529,532.45,519.1,530.85,522.75,522.6,525.85,623,394,6992388,3676918378.85,94602
22-Apr-2021,EQ,530,533.4,526.05,530.2,530.1,530.85,530.11,623,394,6552131,3473379509.9,98115
20-Apr-2021,EQ,529,537,525.9,526.45,529,530.2,531.74,623,394,7233304,3846248822.8,82776
19-Apr-2021,EQ,532.25,535,523.25,540.75,526.6,526.45,527.42,623,394,7232945,3814784409.4,112044
16-Apr-2021,EQ,540.05,544.15,538,539.35,539,540.75,541.28,623,394,6157781,3333066008.55,68143
15-Apr-2021,EQ,540,546.15,530.25,536.15,538.05,539.35,538.26,623,394,9805711,5278033639.5,104489
13-Apr-2021,EQ,526.4,540,523.1,522.45,536.85,536.15,530.96,623,394,6535007,3469800867.35,90447
12-Apr-2021,EQ,537.55,538.85,518.5,545.25,523.5,522.45,526.6,623,394,9687846,5101596995.3,131068
09-Apr-2021,EQ,539.5,549.75,536.5,543,544.35,545.25,543.69,623,394,11426998,6212767261.6,120161
08-Apr-2021,EQ,546.8,548.55,540.5,541.6,542,543,544.62,623,394,11157958,6076850707.35,113476
07-Apr-2021,EQ,537,546.9,535.25,532.2,541,541.6,542.17,623,394,20997280,11384107645.1,192193
06-Apr-2021,EQ,528.5,537.85,524.55,528.25,532.5,532.2,532.86,623,394,12873443,6859684394.45,133794
05-Apr-2021,EQ,520.8,529,514.6,520.8,528.05,528.25,521.82,623,394,9203847,4802722483.05,92553
01-Apr-2021,EQ,519.95,523.9,514.55,517.3,520.45,520.8,519.84,623,394,6980458,3628704761.8,83069
31-Mar-2021,EQ,522.35,525.9,516.25,521.5,516.6,517.3,520.25,623,394,7570387,3938520814.05,86424
30-Mar-2021,EQ,527.8,527.9,516.25,522.5,522.35,521.5,521.49,623,394,10494794,5472898567.55,133631
26-Mar-2021,EQ,512.1,524.9,510.6,507.75,523.25,522.5,518.76,623,394,10943035,5676774106.95,141501
25-Mar-2021,EQ,523.4,523.65,499.55,523.65,507.2,507.75,510.86,623,394,17248482,8811620260.4,222200
24-Mar-2021,EQ,528,533.45,521.5,529.25,522.25,523.65,528.12,623,394,10602439,5599337216.45,124348
23-Mar-2021,EQ,529.7,532.45,522.15,528,528.6,529.25,527.11,623,394,14958494,7884828195.4,151964
22-Mar-2021,EQ,533.05,534,523,529.95,527,528,527.46,623,394,13331409,7031845755.45,157176
19-Mar-2021,EQ,528,534.75,525.5,527.2,531.9,529.95,530.33,623,361.75,48683525,25818105415.85,241657
18-Mar-2021,EQ,529.85,532.2,515.35,522.9,530.75,527.2,523.97,623,361.75,12235615,6411046945.7,168190
17-Mar-2021,EQ,528.8,531,519,529.3,522.9,522.9,522.92,623,361.75,8326430,4354061120.6,110807
16-Mar-2021,EQ,524,533.75,524,522.85,530.05,529.3,529.92,623,361.75,13007824,6893084057.8,157872
15-Mar-2021,EQ,527.8,527.8,516.4,524.2,522.5,522.85,521.77,623,361.75,10676602,5570683697.3,149965
12-Mar-2021,EQ,530.55,532.75,521.55,525.85,524,524.2,527.94,623,361.75,11410264,6023904033.45,206133
10-Mar-2021,EQ,520.2,530.5,516.35,521.75,526,525.85,523.89,623,361.75,18663334,9777519895.45,194438
09-Mar-2021,EQ,530.1,532,514.3,525.7,522.4,521.75,521.98,623,361.75,19809833,10340276014.85,247460
08-Mar-2021,EQ,531,535.45,524.75,532.8,525.25,525.7,528.93,623,361.75,15011518,7940064973.05,206029
05-Mar-2021,EQ,535,538.5,524.4,539.6,533.8,532.8,532.15,623,361.75,16351700,8701568566.05,182600
04-Mar-2021,EQ,540,546,538,546.3,539.95,539.6,540.38,623,361.75,17352483,9376887661.5,188724
03-Mar-2021,EQ,548.75,550.75,540,541.2,546.85,546.3,546.32,623,361.75,24214390,13228780673.05,314197
02-Mar-2021,EQ,540.5,544,528.85,532.2,541.95,541.2,536.23,623,361.75,30058411,16118091210.5,338203
01-Mar-2021,EQ,558,559.1,521,556.3,532.8,532.2,532.76,623,361.75,54075848,28809311393.05,558647
